Etykieta,# Liczba próbek,Średnia,Minimum,Maksimum,Odch. std.,% błędów,Przepustowość,KB/sek,Wysłano KB/sek,bitów średnio
[68 /0006Y0QAMQSTQ7RA-C445.jpg],1,534,534,534,"0,00","0,000%","1,87266","26,11","0,55","14276,0"
[70 /0006Y1Y85O127TLK-C445.jpg],1,751,751,751,"0,00","0,000%","1,33156","22,72","0,39","17474,0"
72 /1/hit.t,1,495,495,495,"0,00","0,000%","2,02020","1,76","2,51","893,0"
74 /success.txt,1,555,555,555,"0,00","0,000%","1,80180","0,68","0,54","384,0"
75 /delivery/rta/rta.js,1,510,510,510,"0,00","0,000%","1,96078","1,32","0,75","687,0"
76 /frontend/api/bootstrapScript.js,1,511,511,511,"0,00","0,000%","1,95695","1,76","0,85","922,0"
71 /_1508177140806/ad.js,1,738,738,738,"0,00","0,000%","1,35501","39,70","0,89","30000,0"
73 /1/hit.t,1,773,773,773,"0,00","0,000%","1,29366","0,37","1,12","292,0"
[77 /0006Y1YY3SO3CJOU-C443.jpg],1,491,491,491,"0,00","0,000%","2,03666","17,96","0,60","9030,0"
[78 /0006Y0XHSMS2WD8Y-C456.jpg],1,488,488,488,"0,00","0,000%","2,04918","8,79","0,60","4393,0"
[79 /0006Y0ZFCT2V9ME6-C456.jpg],1,493,493,493,"0,00","0,000%","2,02840","13,51","0,60","6818,0"
[80 /0006Y12IDQJI1KTC-C445.jpg],1,507,507,507,"0,00","0,000%","1,97239","23,05","0,58","11968,0"
ad.doubleclick.net:443,1,0,0,0,"0,00","100,000%",",00000","0,00","0,00","1549,0"
j.hub.com.pl:443,1,0,0,0,"0,00","100,000%",",00000","0,00","0,00","1549,0"
[81 /0006Y0JJJGP7X1F0-C472.jpg],1,747,747,747,"0,00","0,000%","1,33869","29,47","0,39","22540,0"
[82 /0006XT08JJ4XFBBL-C472.jpg],1,773,773,773,"0,00","0,000%","1,29366","43,94","0,38","34777,0"
[83 /0006XO7HKGNTAVLD-C472.jpg],1,801,801,801,"0,00","0,000%","1,24844","35,04","0,37","28738,0"
[89 /0006Y10LDBJR7Q24-C472.jpg],1,850,850,850,"0,00","0,000%","1,17647","29,39","0,35","25585,0"
[91 /0006XQR9XAJX1FYN-C472.jpg],1,855,855,855,"0,00","0,000%","1,16959","36,73","0,34","32155,0"
[92 /0006Y0J4TEKNKVPW-C472.jpg],1,849,849,849,"0,00","0,000%","1,17786","28,86","0,35","25090,0"
adservice.google.pl:443,2,0,0,0,"0,00","100,000%",",00000","0,00","0,00","1129,0"
adservice.google.com:443,2,0,0,0,"0,00","100,000%",",00000","0,00","0,00","1129,0"
[94 /0006XO7NP3BBPKPV-C472.jpg],1,880,880,880,"0,00","0,000%","1,13636","26,62","0,33","23985,0"
[93 /0006Y0JGEKMF92HA-C472.jpg],1,910,910,910,"0,00","0,000%","1,09890","28,23","0,32","26309,0"
95 /_1508177141688/redot.gif/id=ogJA3buMq92SPaJUMzWj88UFzSVZdNsiBShH0s2v167.Y7/stparam=kfpmgkepsw/fastid=nwznmhxgybqaftkjbxgricwfholy/sarg=59DFE50A4C941D20,1,609,609,609,"0,00","0,000%","1,64204","0,93","0,99","583,0"
97 /_1508177141721/redot.gif/id=..GVHPivCWopEcIc2jCJdXa5.IlZxQy7e3P5trVs5i..H7/stparam=rgchqvgqgf/fastid=jzmzjixhhogtvhixcrtaxunrhtnw/sarg=59DFE50A4C941D20,1,556,556,556,"0,00","0,000%","1,79856","1,02","1,08","583,0"
98 /_1508177141747/redot.gif/id=nFuVHUglkc3pkN7Nl.WF7sQM.BOy_MvvFXw8FWe34kL.77/stparam=wpnpqpepeu/fastid=cduhghpkqnsdjlamdbqzrcuhdhjt/sarg=59DFE50A4C941D20,1,575,575,575,"0,00","0,000%","1,73913","0,99","1,05","583,0"
99 /_1508177141760/redot.gif/id=Bx2Q1KOAo8mE57mUpGiAesQ5rhbyJ_eyVXupqy9RccD.x7/stparam=xlgqoqefkl/fastid=ifdsorreetmqluncotmndcbpxylx/sarg=59DFE50A4C941D20,1,572,572,572,"0,00","0,000%","1,74825","1,00","1,05","583,0"
100 /_1508177141777/redot.gif/id=..rrELvewFvJEMHqvJ9F92ZUfZWNEQe3B9WYPFrCk9..D7/stparam=nkdloveofz/fastid=lmfcckgfexsmsqbjjgmgoxhirmki/sarg=59DFE50A4C941D20,1,633,633,633,"0,00","0,000%","1,57978","0,90","0,95","583,0"
101 /_1508177141787/redot.gif/id=ba.lPU7gSaQwHLgLALHAuNVqXmeNUy92KGDHBR67SVv.C7/stparam=xgmnnwfpyz/fastid=kysusyoczyzcskdgdwmbigvvzuos/sarg=59DFE50A4C941D20,1,699,699,699,"0,00","0,000%","1,43062","0,81","0,86","583,0"
103 /_1508177141798/redot.gif/id=d1Y65obCJvBQUn3jeXiBVYaAzUtF9Q7q9qejPraYnFb.t7/stparam=vkntdjnjmx/fastid=burfkpddceijgjfhjgxwkxcepqju/sarg=59DFE50A4C941D20,1,715,715,715,"0,00","0,000%","1,39860","0,80","0,84","583,0"
[88 /0006XVIERWCVIWY6-C472.jpg],1,1315,1315,1315,"0,00","0,000%",",76046","25,33","0,22","34110,0"
[84 /0006Y0J73H5C98FF-C472.jpg],1,1357,1357,1357,"0,00","0,000%",",73692","18,75","0,22","26051,0"
104 /_1508177141886/redot.gif/id=0shAgir1a5AT0bFStZbKhJeCTH3sfwQ2XRjVl4_PI4b.l7/stparam=nkijjnpgyh/fastid=lozsrzdclljbogcmebryvxxnmnmu/sarg=59DFE50A4C941D20,1,745,745,745,"0,00","0,000%","1,34228","0,76","0,81","583,0"
102 /success.txt,1,832,832,832,"0,00","0,000%","1,20192","0,45","0,36","384,0"
[85 /0006XT23NOE1WJX5-C472.jpg],1,1364,1364,1364,"0,00","0,000%",",73314","15,82","0,22","22098,0"
105 /_1508177141888/redot.gif/id=dwBLaUcjm.8vZZ9o5CK3S8dRfUo8p3rK0KCEA4Euc4n.w7/stparam=lnoejrqlkl/fastid=dmrwozuckvehyznrgddnquckupng/sarg=59DFE50A4C941D20,1,771,771,771,"0,00","0,000%","1,29702","0,74","0,78","583,0"
safebrowsing.googleapis.com:443,1,0,0,0,"0,00","100,000%",",00000","0,00","0,00","709,0"
106 /_1508177141896/redot.gif/id=nGDrQMhX5GbD64tuY1sGG8TYfXU1ROL_0cpPKfH9FwX.f7/stparam=pooljtpqcf/fastid=ncfdzkwmbequoeebskvjcrzspqlv/sarg=59DFE50A4C941D20,1,770,770,770,"0,00","0,000%","1,29870","0,74","0,78","583,0"
[86 /0006XTBVMHMNDWJY-C472.jpg],1,1411,1411,1411,"0,00","0,000%",",70872","23,99","0,21","34660,0"
e.hub.com.pl:443,1,0,0,0,"0,00","100,000%",",00000","0,00","0,00","709,0"
107 /_1508177141902/redot.gif/id=d62ab89Ev_fiJpCBF9ucGbcd3yf8vi9cWmQ0fx3oy4..W7/stparam=wkmghwrtew/fastid=lplqdrpbofvdpveqfhgabtyobwlb/sarg=59DFE50A4C941D20,1,807,807,807,"0,00","0,000%","1,23916","0,71","0,75","583,0"
108 /_1508177141909/redot.gif/id=..s1vbBBgV6mRVUEf5B5LXa5nOjNs4wtx97sIm9JzDv.d7/stparam=toltgtmkzz/fastid=lrixfwphuhymhmfcawuungoyitnf/sarg=59DFE50A4C941D20,1,810,810,810,"0,00","0,000%","1,23457","0,70","0,74","583,0"
pagead2.googlesyndication.com:443,1,0,0,0,"0,00","100,000%",",00000","0,00","0,00","1549,0"
109 /1/hit.t,1,800,800,800,"0,00","0,000%","1,25000","1,09","2,17","893,0"
[90 /0006Y0JBF34B87C5-C472.jpg],1,1625,1625,1625,"0,00","0,000%",",61538","18,54","0,18","30848,0"
googleads.g.doubleclick.net:443,1,0,0,0,"0,00","100,000%",",00000","0,00","0,00","1549,0"
110 /_1508177141938/redot.gif/id=bJGbGZwwJNH.b6CsdD6uuMcPfXBwsXuqwLQeoRBmlDL.M7/stparam=whimduitow/fastid=mbdnfgonjbcujimqwdjxdkoiujkf/sarg=59DFE50A4C941D20,1,707,707,707,"0,00","0,000%","1,41443","0,81","0,85","583,0"
113 /_1508177141915/redot.gif/id=.KDlpDhTCY5ZqTgtGgQWK8TYP_1NAPu.21sSSSGyJib.27/stparam=teceerrrzf/fastid=bwgfbbwaavcomllcwdwxzkfodcka/sarg=59DFE50A4C941D20,1,684,684,684,"0,00","0,000%","1,46199","0,83","0,88","583,0"
111 /_1508177141953/redot.gif/id=pyZLmbM1EGNejpgiKcKuoJPZ33MGLm_kANvkoaeHR_..h7/stparam=tfenbofqsx/fastid=kxdodciehbibcrgmublilieuqniz/sarg=59DFE50A4C941D20,1,707,707,707,"0,00","0,000%","1,41443","0,81","0,85","583,0"
117 /_1508177141981/redot.gif,1,658,658,658,"0,00","0,000%","1,51976","0,87","1,40","583,0"
112 /_1508177141930/ad.js,1,713,713,713,"0,00","0,000%","1,40252","2,29","0,79","1671,0"
116 /_1508177141979/redot.gif/id=.Fs1vT.RATIMmE9aILW9SpaE.KmFTuQzZjQYY0v9MBT.M7/stparam=memtithies/fastid=eigmcwmmwfathqigdwgqrakykmkv/sarg=59DFE50A4C941D20,1,656,656,656,"0,00","0,000%","1,52439","0,87","0,92","583,0"
115 /_1508177141923/redot.gif/id=okswsft0C4ky1xe605kXloaSHQJp2uNaevC.UzWUMZj.27/stparam=ofmrlqngjq/fastid=bdrteidcuhsebwlfxoxyziixovmq/sarg=59DFE50A4C941D20,1,666,666,666,"0,00","0,000%","1,50150","0,85","0,90","583,0"
114 /_1508177141918/redot.gif/id=bO470tRnHORNyugj2bi3wrQGzXXKsCbwJgpi6NshDgH.G7/stparam=ncjhmqelpr/fastid=kjnfrmzhfphsetkcihbplgtehjkf/sarg=59DFE50A4C941D20,1,679,679,679,"0,00","0,000%","1,47275","0,84","0,89","583,0"
123 /_1508177141929/redot.gif/id=..rrELvewFvJEMHqvJ9F92ZUfZWNEQe3B9WYPFrCk9..D7/stparam=xciglrmsmn/fastid=jmwsfhjkyclymkfvkmojpcryonmt/sarg=59DFE50A4C941D20,1,763,763,763,"0,00","0,000%","1,31062","0,75","0,79","583,0"
122 /_1508177141931/redot.gif/id=..swsfQ9EwoHprNgkH_v3JQJP6LiBPsDdRSlqDFnwnL.a7/stparam=kojfevsmii/fastid=bcttbblnfpcoabmnygxslmvwqhld/sarg=59DFE50A4C941D20,1,765,765,765,"0,00","0,000%","1,30719","0,74","0,79","583,0"
121 /_1508177141/redot.gif,1,765,765,765,"0,00","0,000%","1,30719","0,74","0,75","583,0"
119 /_1508177141975/redot.gif/id=ciU7MormcMV99JeTSLiQFNVp3wmBaK_vC_DKhSwp7IX.g7/stparam=qdmojlklbw/fastid=gfovytheaswncckojrwtevcmytms/sarg=59DFE50A4C941D20,1,738,738,738,"0,00","0,000%","1,35501","0,77","0,82","583,0"
120 /_1508177141780/ad.js,1,736,736,736,"0,00","0,000%","1,35870","2,16","0,77","1628,0"
secure.adnxs.com:443,2,0,0,0,"0,00","100,000%",",00000","0,00","0,00","1549,0"
124 /_1508177141927/redot.gif/id=pz.rOzMzyEu_aZ7.Vv.xgGXF3wjZFwe.seApEVPBUcb.T7/stparam=qehhgxelto/fastid=gbzwsejjscqvkxbtdimpqevyplmv/sarg=59DFE50A4C941D20,1,815,815,815,"0,00","0,000%","1,22699","0,70","0,74","583,0"
126 /_1508177141981/redot.gif,1,747,747,747,"0,00","0,000%","1,33869","0,76","0,88","583,0"
125 /success.txt,1,852,852,852,"0,00","0,000%","1,17371","0,44","0,35","384,0"
[96 /172/_kp/PAZDZIERNIK_2017/6.10/morizon_410063885/new/750x200_morizon_yeti_statyk_061017_03.jpg],1,1874,1874,1874,"0,00","0,000%",",53362","23,49","0,30","45071,0"
118 /_1508177141928/ad.js,1,1170,1170,1170,"0,00","0,000%",",85470","0,91","0,40","1091,0"
[87 /0006Y0J9Y2FV6AVM-C472.jpg],1,2730,2730,2730,"0,00","0,000%",",36630","9,34","0,11","26108,0"
127 /_1508177143295/redot.gif/id=..rrELvewFvJEMHqvJ9F92ZUfZWNEQe3B9WYPFrCk9..D7/stparam=sdfmgodsue/fastid=moajzjzhftzvyegdkovqcxixdtnj/sarg=59DFE50A4C941D20,1,719,719,719,"0,00","0,000%","1,39082","0,79","0,84","583,0"
128 /_1508177143393/redot.gif/id=..rrELvewFvJEMHqvJ9F92ZUfZWNEQe3B9WYPFrCk9..D7/stparam=rnpemkmqoj/fastid=catzicxequrpmncxewdwoginbllt/sarg=59DFE50A4C941D20,1,640,640,640,"0,00","0,000%","1,56250","0,89","0,94","583,0"
129 /_1508177143817/redot.gif,1,890,890,890,"0,00","0,000%","1,12360","0,64","0,61","583,0"
130 /frontend/api/sendData.js,1,526,526,526,"0,00","0,000%","1,90114","1,03","0,89","553,0"
RAZEM,151,867,0,5900,"1111,25","25,828%","21,63324","175,16","9,65","8291,2"
